index,prediction,actual
0,1.2326340090213133,1.227144479751587
1,1.232496650253003,1.2186205387115479
2,1.232496650253003,1.2160701751708984
3,1.232496650253003,1.2208894491195679
4,1.232496650253003,1.2162491083145142
5,1.232496650253003,1.2151259183883667
6,1.232496650253003,1.2068113088607788
7,1.232496650253003,1.207729458808899
8,1.232496650253003,1.2138868570327759
9,1.232496650253003,1.2115631103515625
10,1.232496650253003,1.2166293859481812
11,1.232496650253003,1.216944694519043
12,1.232496650253003,1.214624047279358
13,1.232496650253003,1.216299295425415
14,1.232496650253003,1.2105072736740112
15,1.232496650253003,1.2120037078857422
16,1.232496650253003,1.2123857736587524
17,1.232496650253003,1.2068694829940796
18,1.232496650253003,1.203905463218689
19,1.232496650253003,1.2042388916015625
20,1.232496650253003,1.1966731548309326
21,1.232496650253003,1.2048773765563965
22,1.232496650253003,1.2053595781326294
23,1.232496650253003,1.2119992971420288
24,1.232496650253003,1.2121212482452393
25,1.232496650253003,1.2131506204605103
26,1.232496650253003,1.2122093439102173
27,1.232496650253003,1.2132196426391602
28,1.232496650253003,1.2092483043670654
29,1.232496650253003,1.2048004865646362
30,1.232496650253003,1.209189772605896
31,1.232496650253003,1.2126356363296509
32,1.232496650253003,1.2166796922683716
33,1.232496650253003,1.215214490890503
34,1.232496650253003,1.2171372175216675
35,1.232496650253003,1.2160420417785645
36,1.232496650253003,1.208956003189087
37,1.232496650253003,1.2051095962524414
38,1.232496650253003,1.208546757698059
39,1.232496650253003,1.2050660848617554
40,1.232496650253003,1.1967735290527344
41,1.232496650253003,1.1925631761550903
42,1.232496650253003,1.185171127319336
43,1.232496650253003,1.1897906064987183
44,1.232496650253003,1.1926058530807495
45,1.232496650253003,1.1986095905303955
46,1.232496650253003,1.1950000524520874
47,1.232496650253003,1.1925773620605469
48,1.232496650253003,1.190164566040039
49,1.232496650253003,1.1982792615890503
50,1.232496650253003,1.1918240785598755
51,1.232496650253003,1.1883116960525513
52,1.232496650253003,1.193303108215332
53,1.232496650253003,1.1840205192565918
54,1.232496650253003,1.1813069581985474
55,1.232496650253003,1.1776621341705322
56,1.232496650253003,1.1788004636764526
57,1.232496650253003,1.177100658416748
58,1.232496650253003,1.1723604202270508
59,1.232496650253003,1.1728830337524414
60,1.232496650253003,1.177994966506958
61,1.232496650253003,1.176816701889038
62,1.232496650253003,1.1818934679031372
63,1.232496650253003,1.1874228715896606
64,1.232496650253003,1.1873664855957031
65,1.232496650253003,1.1915684938430786
66,1.232496650253003,1.1900511980056763
67,1.232496650253003,1.1914690732955933
68,1.232496650253003,1.1954143047332764
69,1.232496650253003,1.1986095905303955
70,1.232496650253003,1.1971746683120728
71,1.232496650253003,1.1969454288482666
72,1.232496650253003,1.204529047012329
73,1.232496650253003,1.2032392024993896
74,1.232496650253003,1.2037750482559204
75,1.232496650253003,1.2014753818511963
76,1.232496650253003,1.2089852094650269
77,1.232496650253003,1.2081671953201294
78,1.232496650253003,1.2090305089950562
79,1.232496650253003,1.213592290878296
80,1.232496650253003,1.2127091884613037
81,1.232496650253003,1.2027760744094849
82,1.232496650253003,1.2061271667480469
83,1.232496650253003,1.2015043497085571
84,1.232496650253003,1.2007973194122314
85,1.232496650253003,1.2068549394607544
86,1.232496650253003,1.2171076536178589
87,1.232496650253003,1.2140932083129883
88,1.232496650253003,1.2144500017166138
89,1.232496650253003,1.2078505754470825
90,1.232496650253003,1.207729458808899
91,1.232496650253003,1.2150373458862305
92,1.232496650253003,1.2156872749328613
93,1.232496650253003,1.2223997116088867
94,1.232496650253003,1.217285394668579
95,1.232496650253003,1.222538709640503
96,1.232496650253003,1.2183235883712769
97,1.232496650253003,1.2214635610580444
98,1.232496650253003,1.2249093055725098
99,1.232496650253003,1.21925950050354
100,1.232496650253003,1.2193188667297363
101,1.232496650253003,1.2190067768096924
102,1.232496650253003,1.223286509513855
103,1.232496650253003,1.2217769622802734
104,1.232496650253003,1.220986247062683
105,1.232496650253003,1.2133007049560547
106,1.232496650253003,1.2168411016464233
107,1.232496650253003,1.2193634510040283
108,1.232496650253003,1.217285394668579
109,1.232496650253003,1.218200445175171
110,1.232496650253003,1.2172558307647705
111,1.232496650253003,1.2110203504562378
112,1.232496650253003,1.212224006652832
113,1.232496650253003,1.2127091884613037
114,1.232496650253003,1.1995586156845093
115,1.232496650253003,1.1913414001464844
116,1.232496650253003,1.1873664855957031
117,1.232496650253003,1.1912561655044556
118,1.232496650253003,1.1936734914779663
119,1.232496650253003,1.1933174133300781
120,1.232496650253003,1.1930327415466309
121,1.232496650253003,1.1942152976989746
122,1.232496650253003,1.1928904056549072
123,1.232496650253003,1.1901928186416626
124,1.232496650253003,1.1856770515441895
125,1.232496650253003,1.1846235990524292
126,1.232496650253003,1.1856207847595215
127,1.232496650253003,1.186380386352539
128,1.232496650253003,1.1824523210525513
129,1.232496650253003,1.17933988571167
130,1.232496650253003,1.184800386428833
131,1.232496650253003,1.187295913696289
132,1.232496650253003,1.186521053314209
133,1.232496650253003,1.1775373220443726
134,1.232496650253003,1.1833338737487793
135,1.232496650253003,1.1811814308166504
136,1.232496650253003,1.1814005374908447
137,1.232496650253003,1.1793843507766724
138,1.232496650253003,1.1784114837646484
139,1.232496650253003,1.179273009300232
140,1.232496650253003,1.1772738695144653
141,1.232496650253003,1.1773432493209839
142,1.232496650253003,1.1807769536972046
143,1.232496650253003,1.1823126077651978
144,1.232496650253003,1.1845955848693848
145,1.232496650253003,1.1892997026443481
146,1.232496650253003,1.186704158782959
147,1.232496650253003,1.1874650716781616
148,1.232496650253003,1.1869436502456665
149,1.232496650253003,1.1837401390075684
150,1.232496650253003,1.1835720539093018
151,1.232496650253003,1.1749500036239624
152,1.232496650253003,1.17384672164917
153,1.232496650253003,1.172333002090454
154,1.232496650253003,1.1741899251937866
155,1.232496650253003,1.173626184463501
156,1.232496650253003,1.179467797279358
157,1.232496650253003,1.177994966506958
158,1.232496650253003,1.1709738969802856
159,1.232496650253003,1.1703298091888428
160,1.232496650253003,1.1676595211029053
161,1.232496650253003,1.1697548627853394
162,1.232496650253003,1.1744533777236938
163,1.232496650253003,1.175309181213379
164,1.232496650253003,1.1774401664733887
165,1.232496650253003,1.1756407022476196
166,1.232496650253003,1.1799006462097168
